title,company,location,category,salary_min,salary_max,contract_type,description,search_term,city,salary_avg,has_salary,post_date,post_month,work_type,skills_found
Head Of Data Engineering,Tenth Revolution Group,"Birmingham, West Midlands",IT Jobs,95000.0,110000.0,permanent,"Head of Data Engineering £95,000 - £110,000 We are recruiting a Head of Data Engineering to lead the Data and Software Engineering capabilities of our client during a critical period of growth. They are looking for someone who can join the leadership team and make a significant strategic impact. This is a hands-off leadership position, focused on engineering management, delivery, and governance rather than day-to-day technical contribution. The successful candidate will have a strong Data Engin…",data engineer,Birmingham,102500.0,1,2026-05-28,2026-05,On-site,
Data Engineer Manager,Tenth Revolution Group,"London, UK",IT Jobs,80000.0,95000.0,permanent,"Data Engineering Manager - London (Hybrid) - Databricks/ Fabric - £competitive This is an opportunity to join a growing, highly regarded data consultancy that is delivering cutting-edge data engineering solutions across a range of industries. They have built a strong reputation for combining hands-on technical excellence with strategic delivery, working closely with clients to design and implement modern data platforms across Azure, Databricks and Microsoft Fabric. What makes them stand out is …",data engineer,London,87500.0,1,2026-05-18,2026-05,Hybrid,"excel, azure"
Lead Data Engineer,The Hyde Group,"London, UK",IT Jobs,68000.0,80400.0,permanent,"Lead Data Engineer London Bridge £68,000 - £80,400 We’re looking for a Lead Data Engineer to play a pivotal role in shaping how Hyde uses data to make better decisions, improve services for residents and operate more effectively. This is an exciting opportunity for an experienced data professional to lead the development of modern, secure and scalable data solutions that support meaningful outcomes across the organisation. In this role, you’ll provide technical leadership across Hyde’s data pla…",data engineer,London,74200.0,1,2026-06-02,2026-06,On-site,scala
Data Engineer - Aws,Coventry Building Society,"Coventry, West Midlands",IT Jobs,41430.0,55470.0,contract,"About the role We have a number of Data Engineer opportunities, working in our Data and Analytics Delivery department. The Data Engineers will join the group on a 12-month fixed term contract to focus on the migration and integration of data into our new ecosystem.The Data Engineer will be designing, developing and testing quality data engineering solutions and will look to challenge and improve our processes, tools and approach. The person in post will undertake review and assurance activity, …",data engineer,Coventry,48450.0,1,2026-06-01,2026-06,On-site,
Data Engineer - Newcastle,Tenth Revolution Group,"Newcastle Upon Tyne, Tyne & Wear",IT Jobs,45000.0,51000.0,permanent,"Data & AI Engineer - Up to £50,000 Location: Newcastle - Hybrid Security Clearance: UK SC eligibility required The Opportunity We are supporting a leading organisation within the Technology and Data space that deliver technology-enabled transformations. This team specialises in building modern, data-driven solutions that enable better decision-making, automation, and innovation. This role is ideal for a Data Engineer or AI Engineer who enjoys working across the full data lifecycle and wants to …",data engineer,Newcastle Upon Tyne,48000.0,1,2026-05-18,2026-05,Hybrid,
Senior Data Engineer,Tenth Revolution Group,"London, UK",IT Jobs,65000.0,75000.0,permanent,"Senior Data Engineer Up to £75,000 benefits London (Hybrid - 2 days onsite) We are seeking a Senior Data Engineer to join a fast-growing, analytics-focused environment operating at the intersection of sport and technology. You will play a key role in architecting and evolving scalable data infrastructure that supports decision-making from performance on the field through to commercial strategy off it. Working with large, complex datasets and modern cloud technologies, you will help design and …",data engineer,London,70000.0,1,2026-05-15,2026-05,Hybrid,scala
Data Engineering Manager,Harnham - Data & Analytics Recruitment,"London, UK",IT Jobs,100000.0,120000.0,permanent,"DATA ENGINEERING MANAGER £120,000 LONDON This is a unique opportunity to sit at the centre of a value creation function, shaping data platforms and AI capability across multiple businesses. You'll combine hands-on engineering with strategic influence, working closely with senior leaders to drive real commercial impact. THE COMPANY Our client is a highly successful investment firm focused on the lower mid-market. They are known for strong fund performance and a long-term, hands-on approach to su…",data engineer,London,110000.0,1,2026-06-01,2026-06,On-site,
Machine Learning Engineer,MCS Group,"Belfast, Northern Ireland",IT Jobs,60000.0,60000.0,Unknown,"MCS Group is working with an exciting, high-growth MedTech scale up that is using AI and machine learning to solve real-world healthcare challenges. As they continue to scale, they're looking for a Machine Learning Engineer to join their team to help build, deploy and optimise ML solutions that make a genuine impact. As an ML Engineer, you'll work closely with a talented team of engineers and data scientists, developing and productionising machine learning models in a modern AWS environment. We…",machine learning engineer,Belfast,60000.0,1,2026-06-02,2026-06,On-site,"machine learning, aws"
Machine Learning Engineer,Digital Waffle,"London, UK",IT Jobs,100000.0,120000.0,permanent,"Machine Learning Engineer An AI-driven start-up, backed by $20M in Series A funding, is looking for its first Machine Learning Engineer to help scale their product and infrastructure. The platform transforms educational content into smart, personalised learning tools - and is already seeing rapid user growth and strong traction in the market. This is a unique opportunity to join early, influence the technical roadmap, and work directly with experienced founders and a senior engineering team. Wh…",machine learning engineer,London,110000.0,1,2026-05-29,2026-05,On-site,machine learning
Machine Learning Engineer,Sanderson,"London, UK",IT Jobs,182000.0,195000.0,contract,"Machine Learning Engineer £700-750/day overall assignment rate to umbrella Remote working - once a month onsite 6-month initial contract Working with a financial services client who are looking for a Machine Learning Engineer to design, build and deploy advanced analytical solutions that drive business value. This role is ideal for someone who combines strong statistical and machine learning expertise with hands-on experience productionising models and building scalable ML systems. Machine Lear…",machine learning engineer,London,188500.0,1,2026-06-10,2026-06,Remote,"machine learning, scala"
Senior Machine Learning Engineer,Vermelo,"Manchester Science Park, Manchester",IT Jobs,52373.58,52373.58,permanent,"Job title: Senior Machine Learning Engineer Locations: Manchester or Haywards Heath (hybrid working) Role overview Markerstudy Group are looking for a Senior Machine Learning Engineer to help take leading-edge and novel insurance risk modelling and pricing techniques and participate in creating fully automated machine learning pipelines. Markerstudy is a leading provider of private insurance in the UK, insuring around 5% of the private cars on the UK roads, 20% of commercial vehicles and over 3…",machine learning engineer,Manchester Science Park,52373.58,1,2026-05-14,2026-05,Hybrid,machine learning
Machine Learning Engineer - Defence,Anson Mccade,"South East London, London",IT Jobs,90000.0,90000.0,permanent,"Machine Learning Engineer - Defence ££60,000 - £90,000 GBP Hybrid WORKING Location: Manchester;Bristol;London;Newcaslte , Manchester, North West - United Kingdom Type: Permanent Machine Learning Engineer Newcastle | Manchester | Bristol | London | Hybrid | Permanent Our client is a specialist technology consultancy delivering high-impact engineering across defence and complex environments , supporting organisations operating in secure, mission-critical settings. The focus is on solving complex …",machine learning engineer,South East London,90000.0,1,2026-06-05,2026-06,Hybrid,machine learning
